ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
225,20210102,20210114,20210109,24145,SO74303,8.99
477,20210102,20210114,20210109,22521,SO74304,4.99
541,20210102,20210114,20210109,22624,SO74305,28.99
530,20210102,20210114,20210109,22624,SO74305,4.99
479,20210103,20210115,20210110,11632,SO74306,8.99
477,20210103,20210115,20210110,11632,SO74306,4.99
471,20210103,20210115,20210110,11632,SO74306,63.50
539,20210103,20210115,20210110,15796,SO74307,24.99
536,20210103,20210115,20210110,17237,SO74308,29.99
528,20210103,20210115,20210110,17237,SO74308,4.99
485,20210103,20210115,20210110,17237,SO74308,21.98
488,20210103,20210115,20210110,17237,SO74308,53.99
485,20210103,20210115,20210110,17375,SO74309,21.98
486,20210103,20210115,20210110,12692,SO74310,159.00
530,20210103,20210115,20210110,28023,SO74311,4.99
217,20210103,20210115,20210110,28023,SO74311,34.99
530,20210103,20210115,20210110,26783,SO74312,4.99
541,20210103,20210115,20210110,26783,SO74312,28.99
487,20210103,20210115,20210110,26783,SO74312,54.99
541,20210103,20210115,20210110,13760,SO74313,28.99
530,20210103,20210115,20210110,13760,SO74313,4.99
214,20210103,20210115,20210110,13760,SO74313,34.99
535,20210103,20210115,20210110,25963,SO74314,24.99
541,20210103,20210115,20210110,26580,SO74315,28.99
530,20210103,20210115,20210110,26580,SO74315,4.99
214,20210103,20210115,20210110,26580,SO74315,34.99
540,20210103,20210115,20210110,11287,SO74316,32.60
529,20210103,20210115,20210110,11287,SO74316,3.99
480,20210103,20210115,20210110,11287,SO74316,2.29
536,20210103,20210115,20210110,17657,SO74317,29.99
528,20210103,20210115,20210110,17657,SO74317,4.99
480,20210103,20210115,20210110,17657,SO74317,2.29
475,20210103,20210115,20210110,18846,SO74318,69.99
225,20210103,20210115,20210110,18846,SO74318,8.99
491,20210103,20210115,20210110,18846,SO74318,53.99
477,20210103,20210115,20210110,18507,SO74319,4.99
214,20210103,20210115,20210110,18507,SO74319,34.99
471,20210103,20210115,20210110,18507,SO74319,63.50
476,20210103,20210115,20210110,27377,SO74320,69.99
231,20210103,20210115,20210110,27377,SO74320,49.99
225,20210103,20210115,20210110,27377,SO74320,8.99
477,20210103,20210115,20210110,11723,SO74321,4.99
217,20210103,20210115,20210110,11723,SO74321,34.99
477,20210103,20210115,20210110,18107,SO74322,4.99
225,20210103,20210115,20210110,18107,SO74322,8.99
477,20210103,20210115,20210110,12056,SO74323,4.99
222,20210103,20210115,20210110,12056,SO74323,34.99
528,20210103,20210115,20210110,14583,SO74324,4.99
528,20210103,20210115,20210110,14407,SO74325,4.99
214,20210103,20210115,20210110,14407,SO74325,34.99
465,20210103,20210115,20210110,14407,SO74325,24.49
528,20210103,20210115,20210110,23350,SO74326,4.99
487,20210103,20210115,20210110,23350,SO74326,54.99
528,20210103,20210115,20210110,19525,SO74327,4.99
214,20210103,20210115,20210110,19525,SO74327,34.99
528,20210103,20210115,20210110,17939,SO74328,4.99
536,20210103,20210115,20210110,17939,SO74328,29.99
480,20210103,20210115,20210110,17939,SO74328,2.29
478,20210103,20210115,20210110,13601,SO74329,9.99
214,20210103,20210115,20210110,13601,SO74329,34.99
536,20210103,20210115,20210110,20799,SO74330,29.99
480,20210103,20210115,20210110,20799,SO74330,2.29
529,20210103,20210115,20210110,26820,SO74331,3.99
538,20210103,20210115,20210110,26951,SO74332,21.49
529,20210103,20210115,20210110,26951,SO74332,3.99
217,20210103,20210115,20210110,26951,SO74332,34.99
530,20210103,20210115,20210110,16443,SO74333,4.99
528,20210103,20210115,20210110,11645,SO74334,4.99
537,20210103,20210115,20210110,11645,SO74334,35.00
217,20210103,20210115,20210110,11645,SO74334,34.99
465,20210103,20210115,20210110,11645,SO74334,24.49
537,20210103,20210115,20210110,11294,SO74335,35.00
528,20210103,20210115,20210110,11294,SO74335,4.99
535,20210104,20210116,20210111,12696,SO74336,24.99
477,20210104,20210116,20210111,20309,SO74337,4.99
472,20210104,20210116,20210111,20309,SO74337,63.50
529,20210104,20210116,20210111,14019,SO74338,3.99
540,20210104,20210116,20210111,14019,SO74338,32.60
231,20210104,20210116,20210111,17296,SO74339,49.99
530,20210104,20210116,20210111,19587,SO74340,4.99
541,20210104,20210116,20210111,19587,SO74340,28.99
217,20210104,20210116,20210111,19587,SO74340,34.99
465,20210104,20210116,20210111,19587,SO74340,24.49
480,20210104,20210116,20210111,18730,SO74341,2.29
491,20210104,20210116,20210111,11668,SO74342,53.99
541,20210104,20210116,20210111,27190,SO74343,28.99
530,20210104,20210116,20210111,27190,SO74343,4.99
480,20210104,20210116,20210111,27190,SO74343,2.29
540,20210104,20210116,20210111,14371,SO74344,32.60
535,20210104,20210116,20210111,21703,SO74345,24.99
528,20210104,20210116,20210111,21703,SO74345,4.99
535,20210104,20210116,20210111,25881,SO74346,24.99
535,20210104,20210116,20210111,20087,SO74347,24.99
480,20210104,20210116,20210111,20087,SO74347,2.29
528,20210104,20210116,20210111,23243,SO74348,4.99
536,20210104,20210116,20210111,23243,SO74348,29.99
528,20210104,20210116,20210111,23020,SO74349,4.99
536,20210104,20210116,20210111,23020,SO74349,29.99
485,20210104,20210116,20210111,23020,SO74349,21.98
478,20210104,20210116,20210111,23020,SO74349,9.99
477,20210104,20210116,20210111,23020,SO74349,4.99
222,20210104,20210116,20210111,23020,SO74349,34.99
529,20210104,20210116,20210111,16071,SO74350,3.99
540,20210104,20210116,20210111,16071,SO74350,32.60
477,20210104,20210116,20210111,16816,SO74351,4.99
477,20210104,20210116,20210111,18472,SO74352,4.99
237,20210104,20210116,20210111,18472,SO74352,49.99
463,20210104,20210116,20210111,18472,SO74352,24.49
485,20210104,20210116,20210111,13919,SO74353,21.98
472,20210104,20210116,20210111,13919,SO74353,63.50
485,20210104,20210116,20210111,15259,SO74354,21.98
528,20210104,20210116,20210111,14785,SO74355,4.99
217,20210104,20210116,20210111,14785,SO74355,34.99
225,20210104,20210116,20210111,14785,SO74355,8.99
529,20210104,20210116,20210111,19937,SO74356,3.99
539,20210104,20210116,20210111,19937,SO74356,24.99
222,20210104,20210116,20210111,19937,SO74356,34.99
225,20210104,20210116,20210111,19937,SO74356,8.99
539,20210104,20210116,20210111,20136,SO74357,24.99
480,20210104,20210116,20210111,20136,SO74357,2.29
528,20210104,20210116,20210111,17938,SO74358,4.99
536,20210104,20210116,20210111,17938,SO74358,29.99
480,20210104,20210116,20210111,17938,SO74358,2.29
477,20210104,20210116,20210111,21837,SO74359,4.99
473,20210104,20210116,20210111,21837,SO74359,63.50
530,20210104,20210116,20210111,27318,SO74360,4.99
225,20210104,20210116,20210111,27318,SO74360,8.99
541,20210104,20210116,20210111,27318,SO74360,28.99
530,20210104,20210116,20210111,13677,SO74361,4.99
214,20210104,20210116,20210111,13677,SO74361,34.99
537,20210104,20210116,20210111,11218,SO74362,35.00
480,20210104,20210116,20210111,11218,SO74362,2.29
485,20210104,20210116,20210111,16133,SO74363,21.98
217,20210104,20210116,20210111,16133,SO74363,34.99
217,20210104,20210116,20210111,11435,SO74364,34.99
539,20210105,20210117,20210112,15758,SO74365,24.99
529,20210105,20210117,20210112,15758,SO74365,3.99
222,20210105,20210117,20210112,15758,SO74365,34.99
539,20210105,20210117,20210112,15186,SO74366,24.99
480,20210105,20210117,20210112,15186,SO74366,2.29
536,20210105,20210117,20210112,19651,SO74367,29.99
528,20210105,20210117,20210112,19651,SO74367,4.99
485,20210105,20210117,20210112,19651,SO74367,21.98
480,20210105,20210117,20210112,19651,SO74367,2.29
536,20210105,20210117,20210112,16633,SO74368,29.99
477,20210105,20210117,20210112,23530,SO74369,4.99
217,20210105,20210117,20210112,23530,SO74369,34.99
234,20210105,20210117,20210112,14675,SO74370,49.99
487,20210105,20210117,20210112,14684,SO74371,54.99
489,20210105,20210117,20210112,18330,SO74372,53.99
214,20210105,20210117,20210112,11091,SO74373,34.99
489,20210105,20210117,20210112,14265,SO74374,53.99
480,20210105,20210117,20210112,11644,SO74375,2.29
480,20210105,20210117,20210112,11309,SO74376,2.29
529,20210105,20210117,20210112,11235,SO74377,3.99
222,20210105,20210117,20210112,11235,SO74377,34.99
465,20210105,20210117,20210112,11235,SO74377,24.49
529,20210105,20210117,20210112,28863,SO74378,3.99
539,20210105,20210117,20210112,28863,SO74378,24.99
214,20210105,20210117,20210112,28863,SO74378,34.99
529,20210105,20210117,20210112,11182,SO74379,3.99
217,20210105,20210117,20210112,11182,SO74379,34.99
541,20210105,20210117,20210112,26170,SO74380,28.99
530,20210105,20210117,20210112,13762,SO74381,4.99
225,20210105,20210117,20210112,13762,SO74381,8.99
541,20210105,20210117,20210112,13762,SO74381,28.99
535,20210105,20210117,20210112,26595,SO74382,24.99
529,20210105,20210117,20210112,16800,SO74383,3.99
540,20210105,20210117,20210112,16800,SO74383,32.60
529,20210105,20210117,20210112,16948,SO74384,3.99
540,20210105,20210117,20210112,16948,SO74384,32.60
222,20210105,20210117,20210112,16948,SO74384,34.99
529,20210105,20210117,20210112,25178,SO74385,3.99
540,20210105,20210117,20210112,25178,SO74385,32.60
535,20210105,20210117,20210112,26108,SO74386,24.99
528,20210105,20210117,20210112,26108,SO74386,4.99
480,20210105,20210117,20210112,26108,SO74386,2.29
536,20210105,20210117,20210112,23590,SO74387,29.99
528,20210105,20210117,20210112,23590,SO74387,4.99
222,20210105,20210117,20210112,23590,SO74387,34.99
478,20210105,20210117,20210112,21395,SO74388,9.99
217,20210105,20210117,20210112,21395,SO74388,34.99
490,20210105,20210117,20210112,21395,SO74388,53.99
478,20210105,20210117,20210112,20393,SO74389,9.99
477,20210105,20210117,20210112,20393,SO74389,4.99
478,20210105,20210117,20210112,20491,SO74390,9.99
225,20210105,20210117,20210112,20491,SO74390,8.99
477,20210105,20210117,20210112,20491,SO74390,4.99
475,20210105,20210117,20210112,20276,SO74391,69.99
225,20210105,20210117,20210112,20276,SO74391,8.99
237,20210105,20210117,20210112,20276,SO74391,49.99
477,20210105,20210117,20210112,17549,SO74392,4.99
222,20210105,20210117,20210112,17549,SO74392,34.99
477,20210105,20210117,20210112,24663,SO74393,4.99
489,20210105,20210117,20210112,24663,SO74393,53.99
477,20210105,20210117,20210112,16883,SO74394,4.99
222,20210105,20210117,20210112,16883,SO74394,34.99
481,20210105,20210117,20210112,16883,SO74394,8.99
528,20210105,20210117,20210112,16239,SO74395,4.99
214,20210105,20210117,20210112,16239,SO74395,34.99
528,20210105,20210117,20210112,16070,SO74396,4.99
217,20210105,20210117,20210112,16070,SO74396,34.99
528,20210105,20210117,20210112,14482,SO74397,4.99
217,20210105,20210117,20210112,14482,SO74397,34.99
234,20210105,20210117,20210112,14482,SO74397,49.99
485,20210105,20210117,20210112,14340,SO74398,21.98
485,20210105,20210117,20210112,18642,SO74399,21.98
478,20210105,20210117,20210112,18642,SO74399,9.99
477,20210105,20210117,20210112,18642,SO74399,4.99
214,20210105,20210117,20210112,18642,SO74399,34.99
237,20210105,20210117,20210112,18642,SO74399,49.99
463,20210105,20210117,20210112,18642,SO74399,24.49
540,20210105,20210117,20210112,13798,SO74400,32.60
529,20210105,20210117,20210112,13798,SO74400,3.99
471,20210105,20210117,20210112,13798,SO74400,63.50
540,20210105,20210117,20210112,13611,SO74401,32.60
529,20210105,20210117,20210112,13611,SO74401,3.99
480,20210105,20210117,20210112,13611,SO74401,2.29
477,20210105,20210117,20210112,23978,SO74402,4.99
214,20210105,20210117,20210112,23978,SO74402,34.99
536,20210105,20210117,20210112,22305,SO74403,29.99
528,20210105,20210117,20210112,22305,SO74403,4.99
217,20210105,20210117,20210112,22305,SO74403,34.99
234,20210105,20210117,20210112,22305,SO74403,49.99
529,20210105,20210117,20210112,24042,SO74404,3.99
481,20210105,20210117,20210112,24042,SO74404,8.99
529,20210105,20210117,20210112,26863,SO74405,3.99
529,20210105,20210117,20210112,25790,SO74406,3.99
538,20210105,20210117,20210112,25790,SO74406,21.49
222,20210105,20210117,20210112,25790,SO74406,34.99
225,20210105,20210117,20210112,25790,SO74406,8.99
530,20210105,20210117,20210112,24185,SO74407,4.99
480,20210105,20210117,20210112,24185,SO74407,2.29
541,20210105,20210117,20210112,14992,SO74408,28.99
530,20210105,20210117,20210112,14992,SO74408,4.99
480,20210105,20210117,20210112,14992,SO74408,2.29
530,20210105,20210117,20210112,27793,SO74409,4.99
231,20210105,20210117,20210112,27793,SO74409,49.99
537,20210105,20210117,20210112,11985,SO74410,35.00
528,20210105,20210117,20210112,11985,SO74410,4.99
528,20210105,20210117,20210112,12203,SO74411,4.99
537,20210105,20210117,20210112,12203,SO74411,35.00
480,20210105,20210117,20210112,12203,SO74411,2.29
485,20210105,20210117,20210112,12890,SO74412,21.98
231,20210105,20210117,20210112,12890,SO74412,49.99
537,20210105,20210117,20210112,12417,SO74413,35.00
485,20210105,20210117,20210112,12417,SO74413,21.98
480,20210105,20210117,20210112,12417,SO74413,2.29
485,20210105,20210117,20210112,16849,SO74414,21.98
214,20210105,20210117,20210112,16849,SO74414,34.99
222,20210105,20210117,20210112,11597,SO74415,34.99
225,20210106,20210118,20210113,12040,SO74416,8.99
528,20210106,20210118,20210113,12690,SO74417,4.99
535,20210106,20210118,20210113,12690,SO74417,24.99
480,20210106,20210118,20210113,12690,SO74417,2.29
538,20210106,20210118,20210113,25028,SO74418,21.49
480,20210106,20210118,20210113,25028,SO74418,2.29
478,20210106,20210118,20210113,28960,SO74419,9.99
477,20210106,20210118,20210113,28960,SO74419,4.99
222,20210106,20210118,20210113,28960,SO74419,34.99
214,20210106,20210118,20210113,13157,SO74420,34.99
479,20210106,20210118,20210113,19953,SO74421,8.99
477,20210106,20210118,20210113,19953,SO74421,4.99
481,20210106,20210118,20210113,19953,SO74421,8.99
529,20210106,20210118,20210113,11236,SO74422,3.99
217,20210106,20210118,20210113,11236,SO74422,34.99
539,20210106,20210118,20210113,29244,SO74423,24.99
529,20210106,20210118,20210113,29244,SO74423,3.99
480,20210106,20210118,20210113,29244,SO74423,2.29
538,20210106,20210118,20210113,11659,SO74424,21.49
535,20210106,20210118,20210113,11223,SO74425,24.99
465,20210106,20210118,20210113,11223,SO74425,24.49
538,20210106,20210118,20210113,27911,SO74426,21.49
529,20210106,20210118,20210113,27911,SO74426,3.99
540,20210106,20210118,20210113,16370,SO74427,32.60
540,20210106,20210118,20210113,24443,SO74428,32.60
480,20210106,20210118,20210113,24443,SO74428,2.29
528,20210106,20210118,20210113,23093,SO74429,4.99
536,20210106,20210118,20210113,23093,SO74429,29.99
222,20210106,20210118,20210113,23093,SO74429,34.99
478,20210106,20210118,20210113,21734,SO74430,9.99
477,20210106,20210118,20210113,21734,SO74430,4.99
478,20210106,20210118,20210113,13267,SO74431,9.99
477,20210106,20210118,20210113,13267,SO74431,4.99
478,20210106,20210118,20210113,13944,SO74432,9.99
528,20210106,20210118,20210113,23363,SO74433,4.99
485,20210106,20210118,20210113,14361,SO74434,21.98
217,20210106,20210118,20210113,14361,SO74434,34.99
228,20210106,20210118,20210113,14361,SO74434,49.99
528,20210106,20210118,20210113,16576,SO74435,4.99
537,20210106,20210118,20210113,16576,SO74435,35.00
222,20210106,20210118,20210113,16576,SO74435,34.99
231,20210106,20210118,20210113,16576,SO74435,49.99
463,20210106,20210118,20210113,16576,SO74435,24.49
541,20210106,20210118,20210113,27315,SO74436,28.99
530,20210106,20210118,20210113,27315,SO74436,4.99
222,20210106,20210118,20210113,27315,SO74436,34.99
530,20210106,20210118,20210113,14999,SO74437,4.99
480,20210106,20210118,20210113,14999,SO74437,2.29
484,20210106,20210118,20210113,14999,SO74437,7.95
530,20210106,20210118,20210113,28897,SO74438,4.99
217,20210106,20210118,20210113,28897,SO74438,34.99
485,20210106,20210118,20210113,12792,SO74439,21.98
487,20210106,20210118,20210113,12792,SO74439,54.99
485,20210106,20210118,20210113,12911,SO74440,21.98
482,20210106,20210118,20210113,12911,SO74440,8.99
222,20210106,20210118,20210113,11552,SO74441,34.99
538,20210107,20210119,20210114,25027,SO74442,21.49
529,20210107,20210119,20210114,25027,SO74442,3.99
222,20210107,20210119,20210114,25027,SO74442,34.99
477,20210107,20210119,20210114,16488,SO74443,4.99
479,20210107,20210119,20210114,16488,SO74443,8.99
217,20210107,20210119,20210114,16488,SO74443,34.99
473,20210107,20210119,20210114,16488,SO74443,63.50
529,20210107,20210119,20210114,27989,SO74444,3.99
529,20210107,20210119,20210114,27507,SO74445,3.99
538,20210107,20210119,20210114,27507,SO74445,21.49
480,20210107,20210119,20210114,27507,SO74445,2.29
535,20210107,20210119,20210114,11262,SO74446,24.99
480,20210107,20210119,20210114,11262,SO74446,2.29
538,20210107,20210119,20210114,11277,SO74447,21.49
529,20210107,20210119,20210114,11277,SO74447,3.99
535,20210107,20210119,20210114,26103,SO74448,24.99
528,20210107,20210119,20210114,26103,SO74448,4.99
480,20210107,20210119,20210114,26103,SO74448,2.29
536,20210107,20210119,20210114,23461,SO74449,29.99
528,20210107,20210119,20210114,23461,SO74449,4.99
540,20210107,20210119,20210114,15868,SO74450,32.60
529,20210107,20210119,20210114,15868,SO74450,3.99
463,20210107,20210119,20210114,15868,SO74450,24.49
540,20210107,20210119,20210114,14632,SO74451,32.60
529,20210107,20210119,20210114,14632,SO74451,3.99
214,20210107,20210119,20210114,14632,SO74451,34.99
528,20210107,20210119,20210114,22781,SO74452,4.99
536,20210107,20210119,20210114,22781,SO74452,29.99
480,20210107,20210119,20210114,22781,SO74452,2.29
477,20210107,20210119,20210114,21341,SO74453,4.99
478,20210107,20210119,20210114,21341,SO74453,9.99
476,20210107,20210119,20210114,19863,SO74454,69.99
476,20210107,20210119,20210114,11211,SO74455,69.99
528,20210107,20210119,20210114,15574,SO74456,4.99
480,20210107,20210119,20210114,15574,SO74456,2.29
483,20210107,20210119,20210114,15574,SO74456,120.00
485,20210107,20210119,20210114,19150,SO74457,21.98
482,20210107,20210119,20210114,19150,SO74457,8.99
485,20210107,20210119,20210114,16188,SO74458,21.98
222,20210107,20210119,20210114,16188,SO74458,34.99
528,20210107,20210119,20210114,18155,SO74459,4.99
537,20210107,20210119,20210114,18155,SO74459,35.00
485,20210107,20210119,20210114,18155,SO74459,21.98
463,20210107,20210119,20210114,18155,SO74459,24.49
529,20210107,20210119,20210114,12405,SO74460,3.99
540,20210107,20210119,20210114,12405,SO74460,32.60
529,20210107,20210119,20210114,23447,SO74461,3.99
480,20210107,20210119,20210114,23447,SO74461,2.29
530,20210107,20210119,20210114,22703,SO74462,4.99
541,20210107,20210119,20210114,22703,SO74462,28.99
222,20210107,20210119,20210114,22703,SO74462,34.99
541,20210107,20210119,20210114,11566,SO74463,28.99
530,20210107,20210119,20210114,11566,SO74463,4.99
480,20210107,20210119,20210114,11566,SO74463,2.29
537,20210107,20210119,20210114,11186,SO74464,35.00
480,20210107,20210119,20210114,11186,SO74464,2.29
528,20210107,20210119,20210114,11733,SO74465,4.99
537,20210107,20210119,20210114,11733,SO74465,35.00
483,20210107,20210119,20210114,11733,SO74465,120.00
485,20210107,20210119,20210114,15856,SO74466,21.98
477,20210107,20210119,20210114,15856,SO74466,4.99
478,20210107,20210119,20210114,15856,SO74466,9.99
485,20210107,20210119,20210114,17338,SO74467,21.98
477,20210107,20210119,20210114,17338,SO74467,4.99
478,20210107,20210119,20210114,17338,SO74467,9.99
484,20210107,20210119,20210114,17338,SO74467,7.95
485,20210107,20210119,20210114,17126,SO74468,21.98
222,20210107,20210119,20210114,17126,SO74468,34.99
537,20210107,20210119,20210114,13072,SO74469,35.00
483,20210108,20210120,20210115,13172,SO74470,120.00
484,20210108,20210120,20210115,12149,SO74471,7.95
535,20210108,20210120,20210115,14228,SO74472,24.99
536,20210108,20210120,20210115,17068,SO74473,29.99
481,20210108,20210120,20210115,17068,SO74473,8.99
214,20210108,20210120,20210115,15607,SO74474,34.99
465,20210108,20210120,20210115,15607,SO74474,24.49
529,20210108,20210120,20210115,13624,SO74475,3.99
541,20210108,20210120,20210115,19603,SO74476,28.99
530,20210108,20210120,20210115,19603,SO74476,4.99
214,20210108,20210120,20210115,11730,SO74477,34.99
480,20210108,20210120,20210115,11639,SO74478,2.29
529,20210108,20210120,20210115,11085,SO74479,3.99
228,20210108,20210120,20210115,11085,SO74479,49.99
539,20210108,20210120,20210115,11091,SO74480,24.99
529,20210108,20210120,20210115,11091,SO74480,3.99
540,20210108,20210120,20210115,20082,SO74481,32.60
529,20210108,20210120,20210115,20082,SO74481,3.99
214,20210108,20210120,20210115,20082,SO74481,34.99
481,20210108,20210120,20210115,20082,SO74481,8.99
540,20210108,20210120,20210115,25282,SO74482,32.60
535,20210108,20210120,20210115,22014,SO74483,24.99
528,20210108,20210120,20210115,22014,SO74483,4.99
480,20210108,20210120,20210115,22014,SO74483,2.29
484,20210108,20210120,20210115,22014,SO74483,7.95
529,20210108,20210120,20210115,24667,SO74484,3.99
540,20210108,20210120,20210115,24667,SO74484,32.60
536,20210108,20210120,20210115,18317,SO74485,29.99
482,20210108,20210120,20210115,18317,SO74485,8.99
536,20210108,20210120,20210115,24259,SO74486,29.99
536,20210108,20210120,20210115,13096,SO74487,29.99
476,20210108,20210120,20210115,12431,SO74488,69.99
477,20210108,20210120,20210115,18555,SO74489,4.99
528,20210108,20210120,20210115,22969,SO74490,4.99
217,20210108,20210120,20210115,22969,SO74490,34.99
528,20210108,20210120,20210115,22771,SO74491,4.99
485,20210108,20210120,20210115,22771,SO74491,21.98
234,20210108,20210120,20210115,22771,SO74491,49.99
528,20210108,20210120,20210115,15381,SO74492,4.99
528,20210108,20210120,20210115,19411,SO74493,4.99
222,20210108,20210120,20210115,19411,SO74493,34.99
474,20210108,20210120,20210115,28466,SO74494,69.99
228,20210108,20210120,20210115,28466,SO74494,49.99
528,20210108,20210120,20210115,16583,SO74495,4.99
537,20210108,20210120,20210115,16583,SO74495,35.00
480,20210108,20210120,20210115,16583,SO74495,2.29
477,20210108,20210120,20210115,22482,SO74496,4.99
